Developer,Genre,Name,Platform,Publisher,Rating,Year of Release,Critic Count,Critic Score,EU Sales,Global Sales,JP Sales,NA Sales,Other Sales,Rank,User Count,User Score
Spicy Horse,Adventure,Alice: Madness Returns,PC,Electronic Arts,M,2011,67,70,0.14,0.5,0.04,0.27,0.04,9789,157,8.1
Spicy Horse,Adventure,Alice: Madness Returns,PC,Electronic Arts,M,2011,29,75,0.1,0.12,0,0,0.02,9789,559,8.4
EA Canada,Sports,SSX 3,GBA,Electronic Arts,E,2003,41,93,0.52,1.67,0,0.93,0.22,9790,125,9.1
EA Canada,Sports,SSX 3,GBA,Electronic Arts,E,2003,27,92,0.08,0.39,0,0.29,0.01,9790,25,8.7
EA Canada,Sports,SSX 3,GBA,Electronic Arts,E,2003,27,92,0.08,0.38,0,0.29,0.01,9790,45,8.7
Codemasters,Racing,DiRT 2,DS,Codemasters,T,2009,63,87,0.52,0.99,0,0.27,0.19,9792,94,8.2
Codemasters,Racing,DiRT 2,DS,Codemasters,T,2009,65,87,0.39,0.8,0,0.32,0.09,9792,110,8.2
Codemasters,Racing,DiRT 2,DS,Codemasters,E10+,2009,10,51,0.22,0.37,0,0.1,0.04,9792,22,5.5
Codemasters,Racing,DiRT 2,DS,Sony Computer Entertainment,E10+,2009,13,55,0.15,0.32,0,0.09,0.08,9792,10,5.7
Codemasters,Racing,DiRT 2,DS,Codemasters,T,2009,22,89,0.04,0.05,0,0,0.01,9792,352,8.2
Terminal Reality,Fighting,The King of Fighters Collection: The Orochi Saga,Wii,Ignition Entertainment,T,2006,14,67,0.08,0.2,0,0.1,0.03,9794,4,8.5
SNK Playmore,Fighting,The King of Fighters Collection: The Orochi Saga,Wii,Ignition Entertainment,T,2008,16,61,0,0.07,0,0.07,0,9794,9,7
Gust,Role-Playing,Atelier Annie: Alchemists of Sera Island,DS,Gust,E10+,2009,11,70,0,0.12,0.03,0.08,0.01,9795,15,6.7
Namco,Adventure,Breakdown,XB,Electronic Arts,M,2004,62,71,0.03,0.12,0,0.09,0,9796,17,8.2
Falcom,Role-Playing,The Legend of Heroes: Trails of Cold Steel II,PS3,Nippon Ichi Software,T,2014,23,80,0.02,0.19,0.13,0.02,0.01,9799,73,7.3
Falcom,Role-Playing,The Legend of Heroes: Trails of Cold Steel II,PS3,Nippon Ichi Software,T,2014,4,90,0.02,0.15,0.11,0.02,0.01,9799,71,7.8
Infogrames,Platform,Looney Tunes: Sheep Raider,PS,Infogrames,E,2001,12,72,0.05,0.12,0,0.07,0.01,9800,25,8.8
Grasshopper Manufacture,Action,Killer is Dead,X360,Deep Silver,M,2013,39,64,0.03,0.23,0.05,0.12,0.03,9803,215,7.9
Grasshopper Manufacture,Action,Killer is Dead,X360,Deep Silver,M,2013,38,64,0.02,0.12,0.01,0.08,0.01,9803,144,7.2
Hudson Soft,Platform,Lost in Shadow,Wii,Konami Digital Entertainment,E10+,2010,38,68,0,0.12,0.01,0.09,0.01,9804,18,8.7
GenePool,Platform,X2: Wolverine's Revenge,GC,Activision,T,2003,24,58,0.24,0.64,0,0.31,0.08,9806,13,7.2
GenePool,Platform,X2: Wolverine's Revenge,GC,Activision,T,2003,27,58,0.04,0.21,0,0.15,0.01,9806,9,6.4
Vicarious Visions,Platform,X2: Wolverine's Revenge,GC,Activision,E,2003,8,72,0.05,0.2,0,0.14,0,9806,5,7.2
GenePool,Platform,X2: Wolverine's Revenge,GC,Activision,T,2003,21,62,0.02,0.12,0,0.09,0,9806,8,6.6
Acclaim,Fighting,Showdown: Legends of Wrestling,XB,Acclaim Entertainment,T,2004,24,55,0.11,0.3,0,0.15,0.04,9809,7,6.1
Ubisoft,Misc,Chessmaster: The Art of Learning,PSP,Ubisoft,E,2008,4,64,0,0.12,0,0.11,0.01,9811,18,8.4
SuperVillain Studios,Action,Fat Princess: Fistful of Cake,PSP,Sony Computer Entertainment,T,2010,33,74,0.02,0.12,0,0.08,0.02,9815,25,8.7
EA Bright Light,Misc,Zubo,DS,Electronic Arts,E10+,2008,19,75,0.02,0.11,0,0.08,0.01,9816,75,7.6
Black Ops Entertainment,Sports,Street Hoops,GC,Activision,T,2002,22,58,0.06,0.28,0,0.21,0.01,9817,4,8
"Pipeworks Software, Inc.",Fighting,Godzilla: Destroy All Monsters Melee,XB,Atari,T,2002,30,73,0.14,0.71,0,0.55,0.02,9822,23,7.8
Spike,Role-Playing,Conception II: Children of the Seven Stars,3DS,Screenlife,M,2013,24,62,0,0.17,0.04,0.1,0.03,9824,118,7.6
Spike,Role-Playing,Conception II: Children of the Seven Stars,3DS,Screenlife,M,2013,11,62,0,0.12,0.03,0.09,0.01,9824,44,7.7
Black Box,Sports,Sega Soccer Slam,PS2,Sega,E,2002,22,84,0.01,0.07,0,0.05,0,9826,7,7.7
Black Box,Sports,Sega Soccer Slam,PS2,Sega,E,2002,15,80,0.01,0.05,0,0.04,0,9826,10,8.5
Rockstar North,Action,Grand Theft Auto: San Andreas,X360,Take-Two Interactive,M,2004,80,95,0.4,20.81,0.41,9.43,10.57,9829,1588,9
Rockstar North,Action,Grand Theft Auto: San Andreas,X360,Take-Two Interactive,AO,2005,58,93,0.61,1.95,0,1.26,0.09,9829,118,8.6
Rockstar North,Action,Grand Theft Auto: San Andreas,X360,Take-Two Interactive,M,2005,47,93,0.93,0.97,0,0,0.04,9829,1841,8.9
Sonic Team,Role-Playing,Phantasy Star Universe,X360,Sega,T,2006,18,68,0,0.19,0.19,0,0,9830,23,8.5
Sonic Team,Role-Playing,Phantasy Star Universe,X360,Sega,T,2006,34,64,0.01,0.12,0,0.09,0.01,9830,42,7.4
2K Sports,Sports,College Hoops 2K6,X360,Take-Two Interactive,E,2005,17,82,0.02,0.1,0,0.07,0,9834,6,9.2
2K Sports,Sports,College Hoops 2K6,X360,Take-Two Interactive,E,2006,17,70,0,0.12,0,0.11,0.01,9834,11,7.3
Stormregion,Strategy,Mytran Wars,PSP,Deep Silver,T,2009,16,68,0.02,0.12,0,0.08,0.02,9835,4,8.8
Rainbow Studios,Racing,MX vs. ATV Untamed,DS,THQ,E,2007,43,70,0.08,0.68,0,0.55,0.06,9836,17,7.1
Rainbow Studios,Racing,MX vs. ATV Untamed,DS,THQ,E,2007,33,67,0.06,0.46,0,0.35,0.05,9836,8,6.1
Rainbow Studios,Racing,MX vs. ATV Untamed,DS,THQ,E,2007,13,53,0.01,0.38,0,0.32,0.05,9836,5,8.2
Rainbow Studios,Racing,MX vs. ATV Untamed,DS,THQ,E,2008,7,70,0.02,0.33,0,0.28,0.02,9836,9,8.3
Ubisoft Montreal,Action,Prince of Persia: Rival Swords,PSP,Ubisoft,T,2007,30,70,0.02,0.29,0,0.24,0.02,9837,21,7.7
"Pipeworks Software, Inc.",Action,Prince of Persia: Rival Swords,PSP,Ubisoft,T,2007,16,74,0.02,0.11,0,0.08,0.01,9837,19,8.2
Ubisoft,Misc,Rocksmith,PC,Ubisoft,T,2011,27,80,0.36,1.12,0.09,0.53,0.15,9842,52,8.3
Ubisoft,Misc,Rocksmith,PC,Ubisoft,T,2011,30,77,0.19,1.12,0.01,0.84,0.08,9842,62,8.2
Sonic Team,Platform,Sonic Adventure 2,DC,Sega,E,2001,18,89,0,0.12,0.12,0,0,9844,236,8.6
Codemasters,Racing,IndyCar Series,PS2,Codemasters,E,2003,8,71,0.01,0.05,0,0.04,0,9848,5,7.8
Red Tribe,Platform,Space Chimps,PS2,Brash Entertainment,E10+,2008,7,57,0,0.11,0,0.1,0.01,9849,12,5.3
Acclaim Studios Manchester,Action,Gladiator: Sword of Vengeance,PS2,Acclaim Entertainment,M,2003,19,65,0.05,0.12,0,0.06,0.02,9853,8,5.8
Acclaim Studios Manchester,Action,Gladiator: Sword of Vengeance,PS2,Acclaim Entertainment,M,2003,25,65,0.01,0.05,0,0.04,0,9853,7,7.1
Techland,Racing,nail'd,PS3,Deep Silver,E10+,2010,36,66,0.02,0.12,0,0.08,0.02,9854,13,6.2
Techland,Racing,nail'd,PS3,Deep Silver,E10+,2010,49,64,0.02,0.1,0,0.08,0.01,9854,16,7.1
Q-Games,Strategy,PixelJunk Monsters Deluxe,PSP,Sony Computer Entertainment,E,2010,27,86,0,0.12,0,0.11,0.01,9855,32,7.9
Ubisoft Shanghai,Strategy,Tom Clancy's EndWar,PSP,Ubisoft,T,2008,63,77,0.24,0.91,0.01,0.58,0.09,9856,53,7.2
Ubisoft Shanghai,Strategy,Tom Clancy's EndWar,PSP,Ubisoft,T,2008,33,76,0.22,0.66,0.01,0.33,0.1,9856,42,6.6
"Funatics Software, Funatics",Strategy,Tom Clancy's EndWar,PSP,Ubisoft,T,2008,7,68,0.01,0.11,0,0.1,0.01,9856,8,5.9
"Funatics Software, Funatics",Strategy,Tom Clancy's EndWar,PSP,Ubisoft,T,2008,11,69,0.01,0.09,0,0.08,0.01,9856,4,5.8
Ubisoft Shanghai,Strategy,Tom Clancy's EndWar,PSP,Ubisoft,T,2009,24,68,0.02,0.02,0,0,0,9856,42,6.7
Taito Corporation,Role-Playing,Lost Magic,DS,Ubisoft,E,2006,44,68,0,0.12,0.02,0.09,0.01,9860,32,8.2
Crave,Misc,The Bible Game,GBA,Crave Entertainment,E,2005,6,60,0.01,0.05,0,0.03,0,9864,13,2.7
EA Tiburon,Sports,NFL Head Coach,XB,Electronic Arts,E,2006,22,66,0.01,0.45,0,0.38,0.06,9865,15,6.9
EA Tiburon,Sports,NFL Head Coach,XB,Electronic Arts,E,2006,26,69,0.03,0.12,0,0.09,0,9865,9,7.1
Farsight Studios,Misc,Pinball Hall of Fame: The Williams Collection,X360,System 3 Arcade Software,E10+,2008,16,82,0.03,0.47,0,0.41,0.04,9866,36,8.8
Farsight Studios,Misc,Pinball Hall of Fame: The Williams Collection,X360,Crave Entertainment,E10+,2009,16,82,0,0.22,0,0.2,0.02,9866,8,7.9
Farsight Studios,Misc,Pinball Hall of Fame: The Williams Collection,X360,Crave Entertainment,E10+,2009,18,83,0,0.12,0,0.11,0.01,9866,16,8.3
Crave,Misc,Pinball Hall of Fame: The Williams Collection,X360,Crave Entertainment,E10+,2011,5,67,0,0.1,0,0.09,0.01,9866,8,7.3
"Deep Silver, Keen Games",Role-Playing,Sacred 3,PS3,Deep Silver,M,2014,13,56,0.04,0.1,0.03,0.03,0.01,9869,46,3.4
Deep Silver,Role-Playing,Sacred 3,PS3,Deep Silver,M,2014,11,51,0.02,0.05,0,0.03,0,9869,42,4.1
Deep Silver,Role-Playing,Sacred 3,PS3,Deep Silver,M,2014,47,57,0.02,0.02,0,0,0,9869,544,1.4
Kush Games,Sports,Major League Baseball 2K6,PSP,Spike,E,2006,19,70,0.01,0.44,0,0.37,0.06,9870,27,5.2
Kush Games,Sports,Major League Baseball 2K6,PSP,Spike,E,2006,22,66,0,0.37,0,0.34,0.03,9870,37,3.9
Kush Games,Sports,Major League Baseball 2K6,PSP,Take-Two Interactive,E,2006,21,71,0.07,0.33,0,0.24,0.01,9870,12,5.7
Artificial Mind and Movement,Platform,"Ed, Edd n Eddy: The Mis-Edventures",GBA,Midway Games,E,2005,5,50,0.01,0.41,0,0.34,0.06,9874,16,7.6
Artificial Mind and Movement,Platform,"Ed, Edd n Eddy: The Mis-Edventures",GBA,Midway Games,E,2005,4,55,0.05,0.25,0,0.19,0.01,9874,10,7.9
Artificial Mind and Movement,Platform,"Ed, Edd n Eddy: The Mis-Edventures",GBA,Midway Games,E,2005,6,56,0.01,0.02,0,0.02,0,9874,6,7.7
Capcom,Fighting,Onimusha: Blade Warriors,PS2,Capcom,T,2003,33,65,0.05,0.12,0,0.06,0.02,9875,7,6.9
Polygon Magic,Sports,Tecmo Bowl: Kickoff,DS,Tecmo Koei,E,2008,21,66,0,0.11,0,0.11,0.01,9876,8,7.3
Toys for Bob,Sports,Disney's Extreme Skate Adventure,GC,Activision,E,2003,15,78,0.12,0.32,0,0.16,0.04,9877,12,8.3
Toys for Bob,Sports,Disney's Extreme Skate Adventure,GC,Activision,E,2003,18,76,0.02,0.12,0,0.09,0,9877,5,7.6
Toys for Bob,Sports,Disney's Extreme Skate Adventure,GC,Activision,E,2003,15,76,0.02,0.11,0,0.08,0,9877,7,8.3
Visual Concepts,Sports,NBA 2K2,GC,Sega,E,2002,19,89,0.46,1.22,0.01,0.59,0.15,9879,16,7.8
Visual Concepts,Sports,NBA 2K2,GC,Sega,E,2002,17,90,0.04,0.2,0,0.15,0.01,9879,5,7.6
Visual Concepts,Sports,NBA 2K2,GC,Sega,E,2002,13,90,0.02,0.12,0,0.09,0,9879,4,8
The Fun Pimps Entertainment LLC,Action,7 Days to Die,PS4,Telltale Games,M,2016,16,45,0.08,0.14,0,0.04,0.02,9880,140,5.9
The Fun Pimps Entertainment LLC,Action,7 Days to Die,PS4,Telltale Games,M,2016,17,35,0.02,0.05,0,0.03,0,9880,74,5.2
SCEE,Misc,Everybody Dance,PS3,Sony Computer Entertainment,T,2011,5,66,0,0.12,0,0.11,0.01,9882,8,6.8
Double Fine Productions,Platform,Psychonauts,XB,THQ,T,2005,54,88,0.03,0.12,0,0.09,0,9883,71,9
BudCat,Platform,Psychonauts,XB,Majesco Entertainment,T,2005,33,86,0.04,0.09,0,0.05,0.01,9883,61,8.7
Seven45 Studios,Misc,Power Gig: Rise of the SixString,X360,Unknown,T,2010,10,36,0,0.14,0,0.13,0.01,9884,4,0.5
Seven45 Studios,Misc,Power Gig: Rise of the SixString,X360,Unknown,T,2010,20,36,0,0.12,0,0.11,0.01,9884,17,2.1
Eidos Montreal,Shooter,Deus Ex: Human Revolution,WiiU,Square Enix,M,2011,70,89,0.47,1.37,0.02,0.76,0.12,9885,684,8.3
Eidos Montreal,Shooter,Deus Ex: Human Revolution,WiiU,Square Enix,M,2011,50,89,0.59,1.37,0.07,0.5,0.22,9885,682,8.2
Nixxes Software,Shooter,Deus Ex: Human Revolution,WiiU,Square Enix,M,2011,52,90,0.25,0.58,0,0.25,0.08,9885,3069,8.5
Acclaim,Racing,Jeremy McGrath Supercross World,GC,Acclaim Entertainment,T,2001,9,35,0.09,0.23,0,0.11,0.03,9886,16,3.4
Acclaim,Racing,Jeremy McGrath Supercross World,GC,Acclaim Entertainment,E,2002,14,36,0.02,0.12,0,0.09,0,9886,5,5.6
WideScreen Games,Shooter,Airborne Troops: Countdown to D-Day,PS2,Playlogic Game Factory,T,2005,4,39,0.05,0.12,0,0.06,0.02,9889,9,8.1
Bohemia Interactive,Shooter,ArmA III,PC,Bohemia Interactive,M,2013,38,74,0.1,0.11,0,0,0.01,9891,866,7.4
1st Playable Productions,Misc,Marvel Trading Card Game,DS,Konami Digital Entertainment,T,2007,17,61,0,0.12,0,0.11,0.01,9893,7,4.9
Ubisoft,Sports,Self-Defense Training Camp,X360,Ubisoft,T,2011,5,21,0.03,0.12,0,0.08,0.01,9896,25,5
Ubisoft Montreal,Strategy,Battles of Prince of Persia,DS,Ubisoft,E10+,2005,16,64,0.01,0.12,0,0.1,0.01,9897,14,7.7
Midway Studios - San Diego,Racing,Cruis'n,Wii,Midway Games,E,2007,7,25,0.01,0.12,0,0.1,0.01,9899,18,3.7
Sega,Misc,Hatsune Miku: Project Diva X,PSV,Sega,T,2016,5,83,0,0.12,0.1,0.01,0,9900,22,8
Sega,Misc,Hatsune Miku: Project Diva X,PSV,Sega,T,2016,22,78,0,0.05,0.02,0.02,0,9900,41,7.4
Climax Studios,Action,Assassin's Creed Chronicles,PSV,Ubisoft,T,2016,6,70,0.04,0.07,0.01,0.01,0.01,9902,24,8
Acclaim,Fighting,Legends of Wrestling II,GC,Acclaim Entertainment,T,2002,15,59,0.13,0.33,0,0.16,0.04,9903,6,6.7
Powerhead Games,Fighting,Legends of Wrestling II,GC,Acclaim Entertainment,E,2002,11,24,0.02,0.07,0,0.05,0,9903,10,3.7
Haemimont,Simulation,Tropico 5,PC,Kalypso Media,T,2014,51,75,0.09,0.12,0,0.02,0.01,9904,351,7
Haemimont,Simulation,Tropico 5,PC,Kalypso Media,T,2014,4,71,0.02,0.06,0,0.03,0,9904,9,7.2
Haemimont,Simulation,Tropico 5,PC,Kalypso Media,T,2015,17,76,0.16,0.31,0.06,0.06,0.04,9904,110,7.1
"Prope, Kadokawa",Action,Rodea the Sky Soldier,WiiU,Nippon Ichi Software,E10+,2015,31,45,0.02,0.12,0.01,0.08,0.01,9907,81,6.5
"Prope, Kadokawa",Action,Rodea the Sky Soldier,WiiU,Nippon Ichi Software,E10+,2015,7,45,0,0.04,0,0.03,0,9907,37,5.6
Q Entertainment,Puzzle,Peggle: Dual Shot,DS,PopCap Games,E,2009,17,84,0,0.12,0,0.11,0.01,9908,21,8.2
Rebellion,Shooter,Sniper Elite,Wii,Ubisoft,M,2005,21,76,0.07,0.19,0,0.1,0.02,9910,36,8.9
Rebellion,Shooter,Sniper Elite,Wii,Ubisoft,M,2005,25,77,0.02,0.09,0,0.07,0,9910,11,8.5
Rebellion,Shooter,Sniper Elite,Wii,MC2 Entertainment,M,2005,13,76,0.01,0.02,0,0,0,9910,142,8
FUN Labs,Shooter,NPPL: Championship Paintball 2009,Wii,Activision Value,E10+,2008,9,45,0,0.16,0,0.15,0.01,9915,10,7.4
FUN Labs,Shooter,NPPL: Championship Paintball 2009,Wii,Activision Value,E10+,2008,9,44,0.01,0.12,0,0.1,0.01,9915,9,7.3
Paradox Development,Fighting,Backyard Wrestling 2: There Goes the Neighborhood,XB,Eidos Interactive,M,2004,23,46,0.11,0.28,0,0.14,0.04,9916,10,4.7
Renegade Kid,Shooter,Dementium II,DS,SouthPeak Games,M,2010,25,75,0.01,0.11,0,0.09,0.01,9917,31,8.3
Big Ant Studios,Sports,Don Bradman Cricket 14,PS4,Tru Blu Entertainment,E,2014,5,73,0.01,0.01,0,0,0,9918,55,6.9
Big Ant Studios,Sports,Don Bradman Cricket 14,PS4,Tru Blu Entertainment,E,2015,4,76,0.09,0.12,0,0.01,0.02,9918,19,7.4
Moss,Shooter,Raiden IV,X360,Moss,E10+,2008,4,63,0,0.12,0.01,0.1,0.01,9925,10,7.8
Koei Tecmo Games,Action,Deception IV: Blood Ties,PS3,Tecmo Koei,M,2014,19,67,0.02,0.13,0.07,0.02,0.01,9926,61,7.5
Koei Tecmo Games,Action,Deception IV: Blood Ties,PS3,Tecmo Koei,M,2014,19,70,0.02,0.11,0.06,0.03,0.01,9926,27,8.2
Terminal Reality,Shooter,The Walking Dead: Survival Instinct,WiiU,Activision,M,2013,30,32,0.11,0.63,0,0.46,0.05,9927,410,4
Terminal Reality,Shooter,The Walking Dead: Survival Instinct,WiiU,Activision,M,2013,14,34,0.15,0.51,0,0.28,0.08,9927,196,3.6
Konami,Action,Castlevania: Curse of Darkness,XB,Konami Digital Entertainment,M,2005,30,70,0.14,0.42,0.05,0.18,0.05,9932,46,7.5
Konami,Action,Castlevania: Curse of Darkness,XB,Konami Digital Entertainment,M,2005,26,74,0.03,0.12,0,0.09,0,9932,13,7
Beenox,Action,Spider-Man: Edge of Time,3DS,Activision,T,2011,50,57,0.05,0.25,0,0.18,0.02,9933,33,6.8
Beenox,Action,Spider-Man: Edge of Time,3DS,Activision,T,2011,43,58,0.07,0.22,0,0.13,0.03,9933,29,7.2
Beenox,Action,Spider-Man: Edge of Time,3DS,Activision,T,2011,7,50,0.03,0.12,0,0.08,0.01,9933,12,6.4
Beenox,Action,Spider-Man: Edge of Time,3DS,Activision,T,2011,9,62,0.02,0.09,0,0.06,0.01,9933,6,5.2
Acclaim,Shooter,Turok: Evolution,GBA,Acclaim Entertainment,M,2002,20,61,0.5,1.31,0,0.64,0.17,9936,27,7.3
Acclaim,Shooter,Turok: Evolution,GBA,Acclaim Entertainment,M,2002,25,68,0.14,0.55,0,0.39,0.02,9936,9,6.7
Acclaim,Shooter,Turok: Evolution,GBA,Acclaim Entertainment,M,2002,19,70,0.08,0.38,0,0.3,0.01,9936,21,7
RFX Interactive,Shooter,Turok: Evolution,GBA,Acclaim Entertainment,T,2002,8,72,0.03,0.12,0,0.08,0,9936,5,7
Wow Entertainment,Action,Nightshade,PS2,Sega,M,2003,39,68,0.04,0.12,0,0.06,0.01,9940,20,7.7
EA Tiburon,Sports,NFL Tour,PS3,Electronic Arts,E,2008,35,49,0,0.1,0,0.09,0.01,9941,45,3.1
Bugbear,Racing,Ridge Racer Unbounded,X360,Namco Bandai Games,T,2012,20,72,0.09,0.17,0,0.05,0.03,9942,29,6
Bugbear,Racing,Ridge Racer Unbounded,X360,Namco Bandai Games,T,2012,59,71,0.05,0.11,0,0.05,0.01,9942,56,7.7
Bugbear,Racing,Ridge Racer Unbounded,X360,Namco Bandai Games,T,2012,9,72,0.02,0.02,0,0,0,9942,83,6
369 Interactive,Adventure,CSI: Crime Scene Investigation,XB,Ubisoft,M,2004,14,45,0.03,0.12,0,0.09,0,9943,4,7.3
Headstrong Games,Action,The Lord of the Rings: Aragorn's Quest,PSP,Warner Bros. Interactive Entertainment,T,2010,21,58,0.05,0.23,0,0.17,0.02,9944,5,7.8
TT Fusion,Action,The Lord of the Rings: Aragorn's Quest,PSP,Warner Bros. Interactive Entertainment,T,2010,12,58,0.04,0.17,0,0.1,0.02,9944,8,6
Eurocom Entertainment Software,Action,Buffy the Vampire Slayer: Chaos Bleeds,XB,Vivendi Games,T,2003,27,72,0.07,0.18,0,0.09,0.02,9947,47,8.9
Eurocom Entertainment Software,Action,Buffy the Vampire Slayer: Chaos Bleeds,XB,Vivendi Games,T,2003,26,73,0.03,0.12,0,0.09,0,9947,14,8.4
Eurocom Entertainment Software,Action,Buffy the Vampire Slayer: Chaos Bleeds,XB,Vivendi Games,T,2003,18,75,0.01,0.03,0,0.02,0,9947,9,9
Animation Arts,Adventure,Lost Horizon,PC,Deep Silver,T,2010,24,77,0.1,0.11,0,0,0.02,9948,27,7.9
KCE Studios,Action,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,Konami Digital Entertainment,E10+,2005,20,53,0.08,0.2,0,0.1,0.03,9951,10,7
Konami,Action,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,Konami Digital Entertainment,E,2005,10,58,0,0.06,0,0.05,0,9951,5,7
Behaviour Interactive,Action,Rango: The Video Game,DS,Electronic Arts,E10+,2011,23,65,0.09,0.19,0,0.07,0.03,9955,7,6.4
Behaviour Interactive,Action,Rango: The Video Game,DS,Electronic Arts,E10+,2011,25,68,0.06,0.13,0,0.06,0.01,9955,9,8
Pyro Studios,Action,Planet 51,PS3,Sega,E,2009,6,53,0.01,0.2,0,0.17,0.02,9956,4,5.8
TOYBOX,Role-Playing,Tokyo Twilight Ghost Hunters,PSV,Aksys Games,T,2014,12,63,0.01,0.07,0.02,0.03,0.01,9958,16,7
TOYBOX,Role-Playing,Tokyo Twilight Ghost Hunters,PSV,Aksys Games,T,2014,11,64,0,0.06,0.02,0.03,0.01,9958,17,6.4
High Moon Studios,Action,Deadpool,XOne,Activision,M,2013,27,61,0.14,0.45,0,0.23,0.08,9959,221,7.2
High Moon Studios,Action,Deadpool,XOne,Activision,M,2013,49,62,0.13,0.43,0,0.26,0.04,9959,368,7.4
High Moon Studios,Action,Deadpool,XOne,Activision,M,2015,11,60,0.11,0.29,0,0.14,0.05,9959,68,5.7
Ubisoft Montreal,Action,TMNT,PSP,Ubisoft,E10+,2007,31,58,0.03,0.56,0,0.48,0.05,9962,32,6.3
Ubisoft Montreal,Action,TMNT,PSP,Ubisoft,E10+,2007,17,60,0.03,0.36,0,0.3,0.03,9962,11,5.9
Ubisoft Montreal,Action,TMNT,PSP,Ubisoft,E10+,2007,7,37,0,0.11,0,0.1,0.01,9962,12,4.1
Ubisoft Quebec,Action,TMNT,PSP,Ubisoft,E10+,2007,10,42,0.01,0.04,0,0.03,0,9962,5,2.2
Blue Tongue Entertainment,Platform,de Blob 2,DS,THQ,E10+,2011,50,74,0.07,0.21,0,0.11,0.03,9967,34,7.1
Blue Tongue Entertainment,Platform,de Blob 2,DS,THQ,E10+,2011,20,79,0.06,0.18,0,0.11,0.02,9967,26,8.1
Blue Tongue Entertainment,Platform,de Blob 2,DS,THQ,E10+,2011,54,77,0.04,0.15,0,0.1,0.01,9967,23,7.5
Halfbrick Studios,Platform,de Blob 2,DS,THQ,E,2011,11,75,0.02,0.11,0,0.08,0.01,9967,6,8.2
Inland Productions,Racing,Arctic Thunder,XB,Midway Games,T,2001,23,45,0.14,0.36,0,0.17,0.05,9968,10,5.3
Blue Tongue Entertainment,Action,Barnyard,GC,THQ,E10+,2006,13,62,0.04,0.09,0,0.05,0.01,9970,10,8.7
Blue Tongue Entertainment,Action,Barnyard,GC,THQ,E10+,2006,15,65,0,0.04,0,0.04,0,9970,7,5.7
Maxis,Role-Playing,Darkspore,PC,Electronic Arts,T,2011,52,65,0.03,0.12,0,0.07,0.01,9972,133,6
From Software,Simulation,Armored Core: Verdict Day,PS3,From Software,T,2013,18,66,0,0.12,0.12,0,0,9974,28,7.4
High Voltage Software,Adventure,Harvey Birdman: Attorney at Law,PS2,Capcom,T,2008,19,62,0,0.1,0,0.09,0.01,9976,8,8
High Voltage Software,Adventure,Harvey Birdman: Attorney at Law,PS2,Capcom,T,2008,28,60,0,0.08,0,0.08,0.01,9976,5,7.8
"Blue Byte, Related Designs",Simulation,Dawn of Discovery,DS,Ubisoft,T,2009,32,82,0.32,0.38,0,0,0.06,9978,132,8.8
Keen Games,Simulation,Dawn of Discovery,DS,Ubisoft,E10+,2009,24,81,0.06,0.19,0,0.12,0.02,9978,15,8.5
Keen Games,Simulation,Dawn of Discovery,DS,Ubisoft,E,2009,11,82,0.03,0.11,0,0.07,0.01,9978,7,7.3
Point of View,Sports,Brunswick Pro Bowling,3DS,505 Games,E,2007,11,52,0.01,0.38,0,0.35,0.03,9984,23,5.4
7 Studios,Action,Fantastic Four: Rise of the Silver Surfer,X360,Take-Two Interactive,T,2007,7,36,0.15,0.39,0,0.19,0.05,9985,17,6.4
Visual Concepts,Action,Fantastic Four: Rise of the Silver Surfer,X360,Take-Two Interactive,T,2007,26,47,0.02,0.15,0,0.12,0.02,9985,10,6.2
Visual Concepts,Action,Fantastic Four: Rise of the Silver Surfer,X360,Take-Two Interactive,T,2007,30,45,0.01,0.11,0,0.1,0.01,9985,16,5.4
7 Studios,Action,Fantastic Four: Rise of the Silver Surfer,X360,Take-Two Interactive,T,2007,16,39,0.01,0.05,0,0.04,0,9985,15,5.9
7 Studios,Action,Fantastic Four: Rise of the Silver Surfer,X360,Take-Two Interactive,E10+,2007,8,35,0,0.04,0,0.04,0,9985,13,4.8
Treyarch,Sports,NHL 2K3,XB,Sega,E,2002,25,89,0.08,0.21,0,0.1,0.03,9988,17,7.8
Treyarch,Sports,NHL 2K3,XB,Sega,E,2002,17,89,0.02,0.12,0,0.09,0,9988,14,7.1
Treyarch,Sports,NHL 2K3,XB,Sega,E,2002,11,89,0,0.02,0,0.01,0,9988,6,7
Bits Studios,Shooter,Die Hard: Vendetta,GC,NDA Productions,M,2002,23,54,0.02,0.12,0,0.09,0,9990,10,7
Bandai Namco Games,Role-Playing,Sword Art Online: Hollow Fragment,PS4,Namco Bandai Games,T,2014,28,67,0,0.3,0.3,0,0,9991,131,7.6
Visual Sciences,Racing,F1 2002,PS2,Electronic Arts,E,2002,11,81,0.04,0.12,0.02,0.05,0.01,9992,10,6.4
EA Sports,Racing,F1 2002,PS2,Electronic Arts,E,2002,7,72,0.01,0.03,0,0.02,0,9992,4,7.8
EA Canada,Sports,FIFA Soccer,PSP,Electronic Arts,E,2005,23,73,0,0.12,0,0.11,0.01,9994,22,7.7
Electronic Arts,Sports,FIFA Soccer,PSP,Electronic Arts,E,2012,45,79,0.32,0.58,0.02,0.16,0.08,9994,79,7.2
